source,geography,core or outcrop,location,lat,long,age,miinage,maxage,paleolatitude,lower,upper,interpolated,stable,,,pal_lat source,tier,version
"Smelror, 1988b",svalbard,outcrop,Kong Karls Land,78.5,28.1,176,158,176,66.10038,63.36891,68.92687,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Heilmann-Clausen and Van Simaeys, 2005",Denmark,core,Kysing-4,56.01,10.27,30,30,48,48.76524,47.68796,49.86586,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Heilmann-Clausen and Van Simaeys, 2005",Denmark,core,Kysing-4,56.01,10.27,37,30,48,48.83188,47.45058,50.25083,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Heilmann-Clausen and Van Simaeys, 2005",Denmark,core,Kysing-4,56.01,10.27,48,30,48,47.48165,46.32693,48.66396,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Steeman et al., 2020",Angola,outcrop,Landana,5.25,12.15,35,35,62,-4.6085,-5.92767,-3.304,TRUE,TRUE,701,South Africa,"Vaes et al., 2023",3,1
"Steeman et al., 2020",Angola,outcrop,Landana,5.25,12.15,37,35,62,-4.84507,-6.25437,-3.45269,FALSE,TRUE,701,South Africa,"Vaes et al., 2023",3,1
"Steeman et al., 2020",Angola,outcrop,Landana,5.25,12.15,56,35,62,-8.75824,-9.76592,-7.7653,FALSE,TRUE,701,South Africa,"Vaes et al., 2023",3,1
"Steeman et al., 2020",Angola,outcrop,Landana,5.25,12.15,60,35,62,-9.75015,-10.55546,-8.95515,FALSE,TRUE,701,South Africa,"Vaes et al., 2023",3,1
"Steeman et al., 2020",Angola,outcrop,Landana,5.25,12.15,62,35,62,-9.78339,-10.74115,-8.84058,TRUE,TRUE,701,South Africa,"Vaes et al., 2023",3,1
"Correia et al., 2018",Portugal,outcrop,Lusitanian Basin,39.62,-9.08,174,174,196,30.51285,27.50037,33.79435,TRUE,TRUE,304,Iberia,"Vaes et al., 2023",3,1
"Correia et al., 2018",Portugal,outcrop,Lusitanian Basin,39.62,-9.08,182,174,196,32.52753,30.86341,34.26514,FALSE,TRUE,304,Iberia,"Vaes et al., 2023",3,1
"Correia et al., 2018",Portugal,outcrop,Lusitanian Basin,39.62,-9.08,189,174,196,31.51116,30.13579,32.93681,FALSE,TRUE,304,Iberia,"Vaes et al., 2023",3,1
"Correia et al., 2018",Portugal,outcrop,Lusitanian Basin,39.62,-9.08,196,174,196,29.32412,27.75699,30.95881,TRUE,TRUE,304,Iberia,"Vaes et al., 2023",3,1
"Hoek et al., 1996",Israel,core,"M8, Hartuv B",31.5,34.8,68,68,74,14.44309,13.31224,15.60204,TRUE,TRUE,508,"Sinai, Africa","Vaes et al., 2023",3,1
"Hoek et al., 1996",Israel,core,"M8, Hartuv B",31.5,34.8,74,68,74,14.47496,13.27907,15.70239,TRUE,TRUE,508,"Sinai, Africa","Vaes et al., 2023",3,1
"Slimani and Louwye, 2011",Belgium,core,Meer,51.4,4.75,62,62,76,40.90662,39.96701,41.8672,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Slimani and Louwye, 2011",Belgium,core,Meer,51.4,4.75,64,62,76,40.91178,39.82536,42.02563,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Slimani and Louwye, 2011",Belgium,core,Meer,51.4,4.75,76,62,76,42.47914,41.26243,43.72944,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,46,46,70,-47.3072,-48.53306,-46.11177,TRUE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,56,46,70,-49.56868,-50.57816,-48.57808,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,60,46,70,-50.4546,-51.26052,-49.66049,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,61,46,70,-51.197791,NA,NA,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,62,46,70,-51.940982,NA,NA,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,63,46,70,-52.684173,NA,NA,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,64,46,70,-53.38835,-54.49871,-52.29866,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,65,46,70,-54.170555,NA,NA,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,66,46,70,-54.913746,NA,NA,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,67,46,70,-55.656937,NA,NA,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,68,46,70,-56.400128,NA,NA,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,69,46,70,-57.143319,NA,NA,FALSE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Hollis et al., 2009; Crouch et al. 2014; 2020; Dalanave et al., 2016",New Zealand,outcrop,mid-Waipara,-43.03,172.7,70,46,70,-57.88651,-59.06306,-56.72975,TRUE,TRUE,901,Pacific Plate,"Vaes et al., 2023",1,1
"Smelror, 1988a",Greenland,outcrop,Milne Land,70.6,-23.36,159,159,167,51.03377,48.0811,54.15437,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Smelror, 1988a",Greenland,outcrop,Milne Land,70.6,-23.36,167,159,167,50.38844,47.16827,53.81388,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Vieira and Mahdi, 2022",Norway,core,more basin,63.5,5.33,62,62,85,53.00819,52.06615,53.96619,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Vieira and Mahdi, 2022",Norway,core,more basin,63.5,5.33,64,62,85,53.01498,51.9254,54.12546,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Vieira and Mahdi, 2022",Norway,core,more basin,63.5,5.33,82,62,85,55.36245,54.07609,56.67612,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Vieira and Mahdi, 2022",Norway,core,more basin,63.5,5.33,85,62,85,55.86156,54.61702,57.13133,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"De Lira Mota et al., 2020",USA,core,Mossy Grove,33,-90,32,32,37,32.80221,31.64224,33.99843,TRUE,TRUE,101,North America,"Vaes et al., 2023",3,1
"De Lira Mota et al., 2020",USA,core,Mossy Grove,33,-90,37,32,37,32.15584,30.78035,33.58133,FALSE,TRUE,101,North America,"Vaes et al., 2023",3,1
"Nikitenko et al., 2008",Siberia,outcrop,Nordvik Peninsula,73.8,113.12,134,134,150,72.69752,71.80079,73.6007,FALSE,TRUE,401,Siberia,"Vaes et al., 2023",3,1
"Nikitenko et al., 2008",Siberia,outcrop,Nordvik Peninsula,73.8,113.12,150,134,150,77.7176,75.14897,80.32411,TRUE,TRUE,401,Siberia,"Vaes et al., 2023",3,1
"Copestake and Partington, 2023",North Sea,core,North Sea Basin,56,3,140,140,202,42.66319,41.16377,44.23185,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Copestake and Partington, 2023",North Sea,core,North Sea Basin,56,3,152,140,202,42.60139,39.8855,45.48949,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Copestake and Partington, 2023",North Sea,core,North Sea Basin,56,3,158,140,202,43.38857,40.48362,46.4882,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Copestake and Partington, 2023",North Sea,core,North Sea Basin,56,3,172,140,202,42.84149,39.47157,46.4792,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Copestake and Partington, 2023",North Sea,core,North Sea Basin,56,3,182,140,202,46.09821,44.42745,47.82809,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Copestake and Partington, 2023",North Sea,core,North Sea Basin,56,3,189,140,202,45.29317,43.91338,46.71377,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Copestake and Partington, 2023",North Sea,core,North Sea Basin,56,3,202,140,202,40.07624,38.34046,41.88458,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
Bujak and Mudge 1994,North Sea,core,North Sea Central Graben,58.2,1,33,33,57,50.78412,49.57587,52.02045,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bujak and Mudge 1994,North Sea,core,North Sea Central Graben,58.2,1,37,33,57,50.73289,49.35076,52.15095,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bujak and Mudge 1994,North Sea,core,North Sea Central Graben,58.2,1,56,33,57,48.27912,47.28881,49.28891,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
Bujak and Mudge 1994,North Sea,core,North Sea Central Graben,58.2,1,57,33,57,48.11254,47.17138,49.07147,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Riley and Fenton, 1982",UK/France,outcrop,North Sea Coast,49.78,-1,159,159,167,36.75051,33.82267,39.90194,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riley and Fenton, 1982",UK/France,outcrop,North Sea Coast,49.78,-1,167,159,167,36.39951,33.20777,39.86124,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,0,0,202,52.8,NA,NA,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,1,0,202,52.59262,51.89689,53.29691,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,4,0,202,51.10148,49.81676,52.4169,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,21,0,202,46.43602,45.34822,47.54838,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,28,0,202,45.45046,44.46076,46.4609,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,37,0,202,45.36555,43.98573,46.78611,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,56,0,202,42.93019,41.94101,43.94119,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,60,0,202,42.23845,41.44548,43.04558,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,64,0,202,42.27048,41.18373,43.38398,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,82,0,202,44.59708,43.31476,45.91509,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,89,0,202,45.81418,44.62888,47.02911,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,94,0,202,45.48167,43.61861,47.41956,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,114,0,202,44.21438,42.73805,45.73859,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,120,0,202,42.32809,41.24133,43.44158,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,131,0,202,39.33871,38.5461,40.14622,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,134,0,202,39.49962,38.60894,40.40911,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,152,0,202,39.3678,36.65644,42.26157,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,158,0,202,40.16749,37.26781,43.27377,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,172,0,202,39.74392,36.38067,43.39042,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,182,0,202,43.17259,41.50356,44.90441,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,189,0,202,42.49952,41.12084,43.92134,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Powell, 1992",North Sea,core/outcrop,North Sea Compilation,52.8,2.2,202,0,202,37.31872,35.58439,39.12878,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Bucefalo Palliani and Riding, 2000",UK,core/outcrop,North Yorkshire,54.25,-0.5,178,178,200,42.28747,39.94007,44.78428,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Bucefalo Palliani and Riding, 2000",UK,core/outcrop,North Yorkshire,54.25,-0.5,182,178,200,43.53583,41.86659,45.26742,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Bucefalo Palliani and Riding, 2000",UK,core/outcrop,North Yorkshire,54.25,-0.5,189,178,200,42.67891,41.30016,44.10065,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Bucefalo Palliani and Riding, 2000",UK,core/outcrop,North Yorkshire,54.25,-0.5,200,178,200,38.25736,36.57769,40.00762,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2002",Greenland,outcrop,Nuussuaq basin,70.1,-53,61,61,67,56.88786,56.01889,57.76889,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Nøhr-Hansen et al., 2002",Greenland,outcrop,Nuussuaq basin,70.1,-53,64,61,67,57.02587,55.93517,58.13517,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Nøhr-Hansen et al., 2002",Greenland,outcrop,Nuussuaq basin,70.1,-53,67,61,67,57.33905,56.2155,58.48216,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,95,95,240,-50.24881,-52.16193,-48.40143,TRUE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,114,95,240,-50.50881,-52.02968,-49.02943,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,120,95,240,-51.09766,-52.20869,-50.00861,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,131,95,240,-53.17079,-53.9763,-52.37628,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,134,95,240,-54.02662,-54.93343,-53.13341,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,152,95,240,-46.189,-49.0704,-43.46758,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,158,95,240,-42.64858,-45.74978,-39.74489,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,172,95,240,-38.01917,-41.67025,-34.65926,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,182,95,240,-32.4886,-34.22622,-30.82449,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,189,95,240,-30.52131,-31.94716,-29.1461,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,203,95,240,-29.02969,-30.8731,-27.27068,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,209,95,240,-29.87029,-31.19265,-28.59177,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,217,95,240,-31.21567,-32.33147,-30.13097,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,224,95,240,-33.01705,-34.65015,-31.44874,FALSE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Riding et al, 2010; Riding and Helby, 2001a-g",Australia,core,nw Australia compilation,-16,122,240,95,240,-41.37319,-44.21682,-38.70154,TRUE,TRUE,801,Australia,"Vaes et al., 2023",4,1
"Matsuoka et al., 1987",Japan,outcrop,Oga,30.9,139.9,0,0,20,30.9,NA,NA,FALSE,TRUE,610,East Parece Vela Plate,"Vaes et al., 2023",3,1
"Matsuoka et al., 1987",Japan,outcrop,Oga,30.9,139.9,1,0,20,31.0727,30.37894,31.77907,FALSE,TRUE,610,East Parece Vela Plate,"Vaes et al., 2023",3,1
"Matsuoka et al., 1987",Japan,outcrop,Oga,30.9,139.9,4,0,20,32.21059,30.93174,33.53253,FALSE,TRUE,610,East Parece Vela Plate,"Vaes et al., 2023",3,1
"Matsuoka et al., 1987",Japan,outcrop,Oga,30.9,139.9,20,0,20,23.60974,22.51362,24.73784,TRUE,TRUE,610,East Parece Vela Plate,"Vaes et al., 2023",3,1
"Lebedeva et al., 2013",Russia,core,Omsk No. 8,54.5,74.5,68,68,84,51.33265,50.20002,52.489,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Lebedeva et al., 2013",Russia,core,Omsk No. 8,54.5,74.5,82,68,84,52.66401,51.37869,53.97879,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Lebedeva et al., 2013",Russia,core,Omsk No. 8,54.5,74.5,84,68,84,52.46282,51.20552,53.74847,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",1,1
"Shulgina et al., 1994",Siberia,outcrop,Paksa,73.83,113.14,132,132,145,72.89628,72.06572,73.73232,TRUE,TRUE,401,Siberia,"Vaes et al., 2023",3,1
"Shulgina et al., 1994",Siberia,outcrop,Paksa,73.83,113.14,134,132,145,72.72196,71.82522,73.62514,FALSE,TRUE,401,Siberia,"Vaes et al., 2023",3,1
"Shulgina et al., 1994",Siberia,outcrop,Paksa,73.83,113.14,145,132,145,76.17038,74.1242,78.24458,TRUE,TRUE,401,Siberia,"Vaes et al., 2023",3,1
"Strauss and Lund, 1992",Germany,outcrop,Papendorf,53.61,10.29,6,6,20,51.57583,50.31389,52.86695,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Strauss and Lund, 1992",Germany,outcrop,Papendorf,53.61,10.29,20,6,20,47.76032,46.66065,48.88433,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,54,54,70,-57.86765,-58.91803,-56.83382,TRUE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,56,54,70,-58.03275,-59.04018,-57.04019,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,60,54,70,-57.0034,-57.80832,-56.20832,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,61,54,70,-56.892811,NA,NA,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,62,54,70,-56.782222,NA,NA,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,63,54,70,-56.671633,NA,NA,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,64,54,70,-56.08228,-57.19186,-54.99185,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,65,54,70,-56.450455,NA,NA,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,66,54,70,-56.339866,NA,NA,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,67,54,70,-56.229277,NA,NA,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,68,54,70,-56.118688,NA,NA,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,69,54,70,-56.008099,NA,NA,FALSE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Gonzalez-Estebenet et al., 2021",Austral Basin,core,Patagonia,-51,-67.5,70,54,70,-55.89751,-57.07509,-54.74174,TRUE,TRUE,291,Colorado-San Jorge subplate,"Vaes et al., 2023",3,2
"Pearce et al., 2022",France,core,poigny,48.54,3.29,70,70,86,38.80679,37.65596,39.98968,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Pearce et al., 2022",France,core,poigny,48.54,3.29,82,70,86,40.36623,39.08532,41.6858,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Pearce et al., 2022",France,core,poigny,48.54,3.29,86,70,86,41.04668,39.82113,42.30724,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
Bucefalo Palliani and Riding 2003,Portugal,core/outcrop,Portugal,39.5,-8.1,180,180,193,31.66074,29.65965,33.78453,TRUE,TRUE,304,Iberia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,Portugal,core/outcrop,Portugal,39.5,-8.1,182,180,193,32.17419,30.51017,33.91194,FALSE,TRUE,304,Iberia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,Portugal,core/outcrop,Portugal,39.5,-8.1,189,180,193,31.17256,29.79725,32.59828,FALSE,TRUE,304,Iberia,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,Portugal,core/outcrop,Portugal,39.5,-8.1,193,180,193,29.93137,28.44647,31.47653,TRUE,TRUE,304,Iberia,"Vaes et al., 2023",4,1
"Dodsworth, 2000",USA,outcrop,Pueblo,38.2,-104.3,93,93,99,45.61708,43.88936,47.41014,TRUE,TRUE,101,North America,"Vaes et al., 2023",3,1
"Dodsworth, 2000",USA,outcrop,Pueblo,38.2,-104.3,94,93,99,46.00895,44.14549,47.94639,FALSE,TRUE,101,North America,"Vaes et al., 2023",3,1
"Dodsworth, 2000",USA,outcrop,Pueblo,38.2,-104.3,99,93,99,45.58642,43.81973,47.42053,TRUE,TRUE,101,North America,"Vaes et al., 2023",3,1
"Duxbury, 2001",Scotland,core,Q13_14,58.4,-1.3,100,100,139,50.78616,49.03519,52.59557,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Duxbury, 2001",Scotland,core,Q13_14,58.4,-1.3,114,100,139,49.854,48.37495,51.37522,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Duxbury, 2001",Scotland,core,Q13_14,58.4,-1.3,120,100,139,47.95679,46.86859,49.06873,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Duxbury, 2001",Scotland,core,Q13_14,58.4,-1.3,131,100,139,44.96698,44.17365,45.77373,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Duxbury, 2001",Scotland,core,Q13_14,58.4,-1.3,134,100,139,45.14386,44.25227,46.05237,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Duxbury, 2001",Scotland,core,Q13_14,58.4,-1.3,139,100,139,45.01137,43.61215,46.4687,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Ioannides et al., 1988",southern France,outcrop,Quercy,44.5,1.29,148,148,157,31.0912,28.791,33.55309,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Ioannides et al., 1988",southern France,outcrop,Quercy,44.5,1.29,152,148,157,31.05743,28.35423,33.96255,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Ioannides et al., 1988",southern France,outcrop,Quercy,44.5,1.29,157,148,157,31.78115,28.92246,34.86536,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Bucefalo Palliani and Riding, 1997b",France,outcrop,Quercy2,44.5,1.29,170,170,199,31.87189,28.58678,35.45872,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
